Name,Image Number,Path
onix13,3974,datasets/pokesprites/3974.png
arceus394,3975,datasets/pokesprites/3975.png
linoone14,3976,datasets/pokesprites/3976.png
aurorus5,3977,datasets/pokesprites/3977.png
rapidash0,3978,datasets/pokesprites/3978.png
cacturne21,3979,datasets/pokesprites/3979.png
shinx16,3980,datasets/pokesprites/3980.png
gastrodon6,3981,datasets/pokesprites/3981.png
scraggy3,3982,datasets/pokesprites/3982.png
exploud8,3983,datasets/pokesprites/3983.png
wurmple33,3984,datasets/pokesprites/3984.png
gastrodon59,3985,datasets/pokesprites/3985.png
sawk4,3986,datasets/pokesprites/3986.png
vespiquen22,3987,datasets/pokesprites/3987.png
krabby33,3988,datasets/pokesprites/3988.png
elekid55,3989,datasets/pokesprites/3989.png
gloom84,3990,datasets/pokesprites/3990.png
shelgon22,3991,datasets/pokesprites/3991.png
kricketot11,3992,datasets/pokesprites/3992.png
jumpluff42,3993,datasets/pokesprites/3993.png
unown368,3994,datasets/pokesprites/3994.png
yanmega9,3995,datasets/pokesprites/3995.png
eevee58,3996,datasets/pokesprites/3996.png
houndoom7,3997,datasets/pokesprites/3997.png
combee5,3998,datasets/pokesprites/3998.png
combee39,3999,datasets/pokesprites/3999.png
rayquaza15,4000,datasets/pokesprites/4000.png
croagunk30,4001,datasets/pokesprites/4001.png
kakuna62,4002,datasets/pokesprites/4002.png
misdreavus57,4003,datasets/pokesprites/4003.png
servine7,4004,datasets/pokesprites/4004.png
gible20,4005,datasets/pokesprites/4005.png
lotad24,4006,datasets/pokesprites/4006.png
clefable46,4007,datasets/pokesprites/4007.png
shiftry11,4008,datasets/pokesprites/4008.png
cacturne50,4009,datasets/pokesprites/4009.png
weedle63,4010,datasets/pokesprites/4010.png
magby46,4011,datasets/pokesprites/4011.png
wobbuffet59,4012,datasets/pokesprites/4012.png
dragonair1,4013,datasets/pokesprites/4013.png
gyarados100,4014,datasets/pokesprites/4014.png
fletchinder1,4015,datasets/pokesprites/4015.png
gliscor22,4016,datasets/pokesprites/4016.png
magcargo36,4017,datasets/pokesprites/4017.png
houndoom53,4018,datasets/pokesprites/4018.png
dragonite29,4019,datasets/pokesprites/4019.png
mudsdale4,4020,datasets/pokesprites/4020.png
arceus11,4021,datasets/pokesprites/4021.png
claydol34,4022,datasets/pokesprites/4022.png
munchlax0,4023,datasets/pokesprites/4023.png
machoke62,4024,datasets/pokesprites/4024.png
tropius9,4025,datasets/pokesprites/4025.png
pichu41,4026,datasets/pokesprites/4026.png
seviper6,4027,datasets/pokesprites/4027.png
sliggoo8,4028,datasets/pokesprites/4028.png
clefairy33,4029,datasets/pokesprites/4029.png
drifloon31,4030,datasets/pokesprites/4030.png
floette31,4031,datasets/pokesprites/4031.png
deerling10,4032,datasets/pokesprites/4032.png
suicune47,4033,datasets/pokesprites/4033.png
spoink24,4034,datasets/pokesprites/4034.png
sudowoodo2,4035,datasets/pokesprites/4035.png
dusclops31,4036,datasets/pokesprites/4036.png
goldeen60,4037,datasets/pokesprites/4037.png
corsola11,4038,datasets/pokesprites/4038.png
metagross2,4039,datasets/pokesprites/4039.png
vigoroth34,4040,datasets/pokesprites/4040.png
murkrow51,4041,datasets/pokesprites/4041.png
mareep37,4042,datasets/pokesprites/4042.png
weepinbell15,4043,datasets/pokesprites/4043.png
krabby15,4044,datasets/pokesprites/4044.png
volcanion0,4045,datasets/pokesprites/4045.png
ekans66,4046,datasets/pokesprites/4046.png
tangela31,4047,datasets/pokesprites/4047.png
machoke9,4048,datasets/pokesprites/4048.png
drilbur10,4049,datasets/pokesprites/4049.png
umbreon30,4050,datasets/pokesprites/4050.png
miltank23,4051,datasets/pokesprites/4051.png
buneary32,4052,datasets/pokesprites/4052.png
dugtrio71,4053,datasets/pokesprites/4053.png
shellos35,4054,datasets/pokesprites/4054.png
luvdisc19,4055,datasets/pokesprites/4055.png
starly31,4056,datasets/pokesprites/4056.png
aron0,4057,datasets/pokesprites/4057.png
beartic11,4058,datasets/pokesprites/4058.png
unown19,4059,datasets/pokesprites/4059.png
omanyte42,4060,datasets/pokesprites/4060.png
drowzee60,4061,datasets/pokesprites/4061.png
wingull14,4062,datasets/pokesprites/4062.png
absol30,4063,datasets/pokesprites/4063.png
magby23,4064,datasets/pokesprites/4064.png
flygon36,4065,datasets/pokesprites/4065.png
slowpoke39,4066,datasets/pokesprites/4066.png
swinub26,4067,datasets/pokesprites/4067.png
hydreigon13,4068,datasets/pokesprites/4068.png
axew0,4069,datasets/pokesprites/4069.png
blissey59,4070,datasets/pokesprites/4070.png
slugma35,4071,datasets/pokesprites/4071.png
mismagius23,4072,datasets/pokesprites/4072.png
marowak35,4073,datasets/pokesprites/4073.png
gabite17,4074,datasets/pokesprites/4074.png
snover3,4075,datasets/pokesprites/4075.png
drampa4,4076,datasets/pokesprites/4076.png
pidgey23,4077,datasets/pokesprites/4077.png
hypno84,4078,datasets/pokesprites/4078.png
spearow55,4079,datasets/pokesprites/4079.png
roggenrola14,4080,datasets/pokesprites/4080.png
furfrou27,4081,datasets/pokesprites/4081.png
spearow41,4082,datasets/pokesprites/4082.png
cubone47,4083,datasets/pokesprites/4083.png
slakoth20,4084,datasets/pokesprites/4084.png
munchlax4,4085,datasets/pokesprites/4085.png
magmar23,4086,datasets/pokesprites/4086.png
igglybuff33,4087,datasets/pokesprites/4087.png
fletchinder6,4088,datasets/pokesprites/4088.png
seaking79,4089,datasets/pokesprites/4089.png
hitmonlee31,4090,datasets/pokesprites/4090.png
raichu26,4091,datasets/pokesprites/4091.png
milotic7,4092,datasets/pokesprites/4092.png
mareep56,4093,datasets/pokesprites/4093.png
omanyte3,4094,datasets/pokesprites/4094.png
frogadier4,4095,datasets/pokesprites/4095.png
pawniard16,4096,datasets/pokesprites/4096.png
froslass8,4097,datasets/pokesprites/4097.png
leafeon35,4098,datasets/pokesprites/4098.png
pachirisu24,4099,datasets/pokesprites/4099.png
volbeat37,4100,datasets/pokesprites/4100.png
grimer58,4101,datasets/pokesprites/4101.png
cascoon22,4102,datasets/pokesprites/4102.png
girafarig20,4103,datasets/pokesprites/4103.png
hippowdon48,4104,datasets/pokesprites/4104.png
jigglypuff10,4105,datasets/pokesprites/4105.png
seedot32,4106,datasets/pokesprites/4106.png
raticate30,4107,datasets/pokesprites/4107.png
kadabra87,4108,datasets/pokesprites/4108.png
doublade3,4109,datasets/pokesprites/4109.png
houndoom67,4110,datasets/pokesprites/4110.png
slugma28,4111,datasets/pokesprites/4111.png
teddiursa49,4112,datasets/pokesprites/4112.png
growlithe25,4113,datasets/pokesprites/4113.png
grimer23,4114,datasets/pokesprites/4114.png
seel2,4115,datasets/pokesprites/4115.png
houndoom36,4116,datasets/pokesprites/4116.png
togetic39,4117,datasets/pokesprites/4117.png
castform45,4118,datasets/pokesprites/4118.png
raikou34,4119,datasets/pokesprites/4119.png
arceus266,4120,datasets/pokesprites/4120.png
tyranitar42,4121,datasets/pokesprites/4121.png
rhydon28,4122,datasets/pokesprites/4122.png
shinx26,4123,datasets/pokesprites/4123.png
tapu-fini1,4124,datasets/pokesprites/4124.png
unown230,4125,datasets/pokesprites/4125.png
sawk8,4126,datasets/pokesprites/4126.png
cryogonal5,4127,datasets/pokesprites/4127.png
lumineon24,4128,datasets/pokesprites/4128.png
roselia49,4129,datasets/pokesprites/4129.png
tauros68,4130,datasets/pokesprites/4130.png
skarmory11,4131,datasets/pokesprites/4131.png
reshiram14,4132,datasets/pokesprites/4132.png
nidoqueen35,4133,datasets/pokesprites/4133.png
wailord32,4134,datasets/pokesprites/4134.png
corsola48,4135,datasets/pokesprites/4135.png
rufflet9,4136,datasets/pokesprites/4136.png
unown1107,4137,datasets/pokesprites/4137.png
chewtle2,4138,datasets/pokesprites/4138.png
koffing29,4139,datasets/pokesprites/4139.png
goldeen79,4140,datasets/pokesprites/4140.png
alakazam32,4141,datasets/pokesprites/4141.png
zapdos66,4142,datasets/pokesprites/4142.png
zoroark18,4143,datasets/pokesprites/4143.png
mankey27,4144,datasets/pokesprites/4144.png
salazzle6,4145,datasets/pokesprites/4145.png
cutiefly3,4146,datasets/pokesprites/4146.png
arceus220,4147,datasets/pokesprites/4147.png
sableye12,4148,datasets/pokesprites/4148.png
nuzleaf30,4149,datasets/pokesprites/4149.png
latios1,4150,datasets/pokesprites/4150.png
geodude46,4151,datasets/pokesprites/4151.png
unown693,4152,datasets/pokesprites/4152.png
hoothoot56,4153,datasets/pokesprites/4153.png
meganium20,4154,datasets/pokesprites/4154.png
rayquaza25,4155,datasets/pokesprites/4155.png
kirlia35,4156,datasets/pokesprites/4156.png
salamence12,4157,datasets/pokesprites/4157.png
pineco4,4158,datasets/pokesprites/4158.png
elekid18,4159,datasets/pokesprites/4159.png
dratini69,4160,datasets/pokesprites/4160.png
poliwag12,4161,datasets/pokesprites/4161.png
girafarig57,4162,datasets/pokesprites/4162.png
magmar73,4163,datasets/pokesprites/4163.png
kyurem9,4164,datasets/pokesprites/4164.png
zigzagoon7,4165,datasets/pokesprites/4165.png
claydol11,4166,datasets/pokesprites/4166.png
klink8,4167,datasets/pokesprites/4167.png
bisharp11,4168,datasets/pokesprites/4168.png
mudkip36,4169,datasets/pokesprites/4169.png
metang38,4170,datasets/pokesprites/4170.png
wobbuffet19,4171,datasets/pokesprites/4171.png
buzzwole3,4172,datasets/pokesprites/4172.png
seel40,4173,datasets/pokesprites/4173.png
poliwag6,4174,datasets/pokesprites/4174.png
manaphy26,4175,datasets/pokesprites/4175.png
magneton12,4176,datasets/pokesprites/4176.png
espurr1,4177,datasets/pokesprites/4177.png
seaking39,4178,datasets/pokesprites/4178.png
torkoal12,4179,datasets/pokesprites/4179.png
snubbull25,4180,datasets/pokesprites/4180.png
scyther93,4181,datasets/pokesprites/4181.png
mewtwo9,4182,datasets/pokesprites/4182.png
sunflora40,4183,datasets/pokesprites/4183.png
scyther100,4184,datasets/pokesprites/4184.png
staravia3,4185,datasets/pokesprites/4185.png
camerupt60,4186,datasets/pokesprites/4186.png
entei32,4187,datasets/pokesprites/4187.png
sunkern36,4188,datasets/pokesprites/4188.png
chatot1,4189,datasets/pokesprites/4189.png
pawniard19,4190,datasets/pokesprites/4190.png
unown296,4191,datasets/pokesprites/4191.png
sliggoo4,4192,datasets/pokesprites/4192.png
clefairy72,4193,datasets/pokesprites/4193.png
skuntank9,4194,datasets/pokesprites/4194.png
pikachu86,4195,datasets/pokesprites/4195.png
umbreon51,4196,datasets/pokesprites/4196.png
meditite39,4197,datasets/pokesprites/4197.png
oddish57,4198,datasets/pokesprites/4198.png
growlithe48,4199,datasets/pokesprites/4199.png
goomy7,4200,datasets/pokesprites/4200.png
tentacool0,4201,datasets/pokesprites/4201.png
volcarona5,4202,datasets/pokesprites/4202.png
gyarados34,4203,datasets/pokesprites/4203.png
hoothoot36,4204,datasets/pokesprites/4204.png
dragonair67,4205,datasets/pokesprites/4205.png
makuhita31,4206,datasets/pokesprites/4206.png
poochyena34,4207,datasets/pokesprites/4207.png
froslass24,4208,datasets/pokesprites/4208.png
riolu36,4209,datasets/pokesprites/4209.png
bellossom4,4210,datasets/pokesprites/4210.png
alakazam46,4211,datasets/pokesprites/4211.png
rhydon3,4212,datasets/pokesprites/4212.png
milotic13,4213,datasets/pokesprites/4213.png
starly46,4214,datasets/pokesprites/4214.png
snubbull38,4215,datasets/pokesprites/4215.png
hoppip35,4216,datasets/pokesprites/4216.png
seedot22,4217,datasets/pokesprites/4217.png
venonat51,4218,datasets/pokesprites/4218.png
uxie27,4219,datasets/pokesprites/4219.png
delibird2,4220,datasets/pokesprites/4220.png
shellder43,4221,datasets/pokesprites/4221.png
rhyperior21,4222,datasets/pokesprites/4222.png
lickitung8,4223,datasets/pokesprites/4223.png
kangaskhan60,4224,datasets/pokesprites/4224.png
skarmory33,4225,datasets/pokesprites/4225.png
herdier8,4226,datasets/pokesprites/4226.png
elekid8,4227,datasets/pokesprites/4227.png
mismagius31,4228,datasets/pokesprites/4228.png
misdreavus27,4229,datasets/pokesprites/4229.png
grubbin4,4230,datasets/pokesprites/4230.png
wartortle34,4231,datasets/pokesprites/4231.png
houndoom66,4232,datasets/pokesprites/4232.png
mawile27,4233,datasets/pokesprites/4233.png
natu44,4234,datasets/pokesprites/4234.png
slowking24,4235,datasets/pokesprites/4235.png
geodude17,4236,datasets/pokesprites/4236.png
blissey2,4237,datasets/pokesprites/4237.png
noctowl25,4238,datasets/pokesprites/4238.png
gorebyss15,4239,datasets/pokesprites/4239.png
poliwrath11,4240,datasets/pokesprites/4240.png
lapras36,4241,datasets/pokesprites/4241.png
sentret45,4242,datasets/pokesprites/4242.png
absol11,4243,datasets/pokesprites/4243.png
probopass35,4244,datasets/pokesprites/4244.png
snorlax47,4245,datasets/pokesprites/4245.png
haunter63,4246,datasets/pokesprites/4246.png
moltres37,4247,datasets/pokesprites/4247.png
oddish46,4248,datasets/pokesprites/4248.png
aggron23,4249,datasets/pokesprites/4249.png
arcanine47,4250,datasets/pokesprites/4250.png
zangoose17,4251,datasets/pokesprites/4251.png
mienfoo1,4252,datasets/pokesprites/4252.png
magnezone37,4253,datasets/pokesprites/4253.png
beedrill41,4254,datasets/pokesprites/4254.png
anorith27,4255,datasets/pokesprites/4255.png
arceus334,4256,datasets/pokesprites/4256.png
hoppip28,4257,datasets/pokesprites/4257.png
unown522,4258,datasets/pokesprites/4258.png
articuno47,4259,datasets/pokesprites/4259.png
feraligatr27,4260,datasets/pokesprites/4260.png
ivysaur3,4261,datasets/pokesprites/4261.png
krabby38,4262,datasets/pokesprites/4262.png
chingling27,4263,datasets/pokesprites/4263.png
doduo56,4264,datasets/pokesprites/4264.png
nidoqueen66,4265,datasets/pokesprites/4265.png
gyarados2,4266,datasets/pokesprites/4266.png
absol36,4267,datasets/pokesprites/4267.png
shuppet28,4268,datasets/pokesprites/4268.png
gallade27,4269,datasets/pokesprites/4269.png
exploud0,4270,datasets/pokesprites/4270.png
mawile39,4271,datasets/pokesprites/4271.png
cascoon10,4272,datasets/pokesprites/4272.png
grotle11,4273,datasets/pokesprites/4273.png
rotom44,4274,datasets/pokesprites/4274.png
relicanth27,4275,datasets/pokesprites/4275.png
kricketot51,4276,datasets/pokesprites/4276.png
venonat35,4277,datasets/pokesprites/4277.png
unown814,4278,datasets/pokesprites/4278.png
igglybuff51,4279,datasets/pokesprites/4279.png
koffing28,4280,datasets/pokesprites/4280.png
scizor47,4281,datasets/pokesprites/4281.png
cherubi8,4282,datasets/pokesprites/4282.png
tangrowth39,4283,datasets/pokesprites/4283.png
zubat63,4284,datasets/pokesprites/4284.png
lickitung10,4285,datasets/pokesprites/4285.png
raikou48,4286,datasets/pokesprites/4286.png
corphish41,4287,datasets/pokesprites/4287.png
zekrom6,4288,datasets/pokesprites/4288.png
hippopotas46,4289,datasets/pokesprites/4289.png
swalot23,4290,datasets/pokesprites/4290.png
archeops13,4291,datasets/pokesprites/4291.png
pikachu115,4292,datasets/pokesprites/4292.png
abomasnow27,4293,datasets/pokesprites/4293.png
venomoth23,4294,datasets/pokesprites/4294.png
rotom59,4295,datasets/pokesprites/4295.png
vulpix30,4296,datasets/pokesprites/4296.png
corsola23,4297,datasets/pokesprites/4297.png
zorua1,4298,datasets/pokesprites/4298.png
corsola34,4299,datasets/pokesprites/4299.png
toxicroak27,4300,datasets/pokesprites/4300.png
blissey58,4301,datasets/pokesprites/4301.png
cleffa34,4302,datasets/pokesprites/4302.png
unown779,4303,datasets/pokesprites/4303.png
gible10,4304,datasets/pokesprites/4304.png
marill21,4305,datasets/pokesprites/4305.png
quagsire48,4306,datasets/pokesprites/4306.png
metang18,4307,datasets/pokesprites/4307.png
rapidash57,4308,datasets/pokesprites/4308.png
swinub49,4309,datasets/pokesprites/4309.png
frogadier2,4310,datasets/pokesprites/4310.png
swalot45,4311,datasets/pokesprites/4311.png
chingling5,4312,datasets/pokesprites/4312.png
bellossom38,4313,datasets/pokesprites/4313.png
tentacruel20,4314,datasets/pokesprites/4314.png
venusaur9,4315,datasets/pokesprites/4315.png
heracross30,4316,datasets/pokesprites/4316.png
camerupt9,4317,datasets/pokesprites/4317.png
abra43,4318,datasets/pokesprites/4318.png
mantine42,4319,datasets/pokesprites/4319.png
unown1011,4320,datasets/pokesprites/4320.png
blastoise59,4321,datasets/pokesprites/4321.png
azumarill16,4322,datasets/pokesprites/4322.png
venusaur66,4323,datasets/pokesprites/4323.png
porygon-z1,4324,datasets/pokesprites/4324.png
zubat29,4325,datasets/pokesprites/4325.png
dragonite48,4326,datasets/pokesprites/4326.png
onix67,4327,datasets/pokesprites/4327.png
dratini6,4328,datasets/pokesprites/4328.png
sneasel53,4329,datasets/pokesprites/4329.png
frillish6,4330,datasets/pokesprites/4330.png
electabuzz74,4331,datasets/pokesprites/4331.png
pidgey13,4332,datasets/pokesprites/4332.png
sentret4,4333,datasets/pokesprites/4333.png
regirock9,4334,datasets/pokesprites/4334.png
mew40,4335,datasets/pokesprites/4335.png
rhydon33,4336,datasets/pokesprites/4336.png
hitmontop8,4337,datasets/pokesprites/4337.png
torkoal9,4338,datasets/pokesprites/4338.png
dragonair70,4339,datasets/pokesprites/4339.png
swinub47,4340,datasets/pokesprites/4340.png
volbeat25,4341,datasets/pokesprites/4341.png
golbat22,4342,datasets/pokesprites/4342.png
feraligatr2,4343,datasets/pokesprites/4343.png
pineco55,4344,datasets/pokesprites/4344.png
bramblin0,4345,datasets/pokesprites/4345.png
raticate71,4346,datasets/pokesprites/4346.png
alomomola15,4347,datasets/pokesprites/4347.png
munchlax18,4348,datasets/pokesprites/4348.png
shuppet34,4349,datasets/pokesprites/4349.png
wobbuffet55,4350,datasets/pokesprites/4350.png
dugtrio65,4351,datasets/pokesprites/4351.png
poliwrath69,4352,datasets/pokesprites/4352.png
zapdos45,4353,datasets/pokesprites/4353.png
pachirisu0,4354,datasets/pokesprites/4354.png
blissey28,4355,datasets/pokesprites/4355.png
spritzee3,4356,datasets/pokesprites/4356.png
bayleef21,4357,datasets/pokesprites/4357.png
quagsire45,4358,datasets/pokesprites/4358.png
starly43,4359,datasets/pokesprites/4359.png
zapdos20,4360,datasets/pokesprites/4360.png
buizel0,4361,datasets/pokesprites/4361.png
corphish21,4362,datasets/pokesprites/4362.png
bulbasaur42,4363,datasets/pokesprites/4363.png
slowpoke70,4364,datasets/pokesprites/4364.png
cloyster67,4365,datasets/pokesprites/4365.png
crobat51,4366,datasets/pokesprites/4366.png
latias34,4367,datasets/pokesprites/4367.png
sneasel39,4368,datasets/pokesprites/4368.png
grotle27,4369,datasets/pokesprites/4369.png
probopass32,4370,datasets/pokesprites/4370.png
kecleon38,4371,datasets/pokesprites/4371.png
carvanha4,4372,datasets/pokesprites/4372.png
dialga25,4373,datasets/pokesprites/4373.png
kabutops8,4374,datasets/pokesprites/4374.png
sudowoodo45,4375,datasets/pokesprites/4375.png
vileplume48,4376,datasets/pokesprites/4376.png
garbodor4,4377,datasets/pokesprites/4377.png
taillow35,4378,datasets/pokesprites/4378.png
bergmite4,4379,datasets/pokesprites/4379.png
marowak20,4380,datasets/pokesprites/4380.png
cubone11,4381,datasets/pokesprites/4381.png
snorunt40,4382,datasets/pokesprites/4382.png
eelektrik6,4383,datasets/pokesprites/4383.png
karrablast6,4384,datasets/pokesprites/4384.png
malamar10,4385,datasets/pokesprites/4385.png
drifblim12,4386,datasets/pokesprites/4386.png
ditto34,4387,datasets/pokesprites/4387.png
spoink3,4388,datasets/pokesprites/4388.png
terrakion2,4389,datasets/pokesprites/4389.png
altaria7,4390,datasets/pokesprites/4390.png
genesect28,4391,datasets/pokesprites/4391.png
aerodactyl40,4392,datasets/pokesprites/4392.png
metapod22,4393,datasets/pokesprites/4393.png
mewtwo34,4394,datasets/pokesprites/4394.png
espeon61,4395,datasets/pokesprites/4395.png
charmeleon65,4396,datasets/pokesprites/4396.png
castform70,4397,datasets/pokesprites/4397.png
haunter3,4398,datasets/pokesprites/4398.png
golurk13,4399,datasets/pokesprites/4399.png
elekid25,4400,datasets/pokesprites/4400.png
chingling11,4401,datasets/pokesprites/4401.png
larvesta7,4402,datasets/pokesprites/4402.png
kabuto33,4403,datasets/pokesprites/4403.png
corphish15,4404,datasets/pokesprites/4404.png
hypno33,4405,datasets/pokesprites/4405.png
skuntank12,4406,datasets/pokesprites/4406.png
shellos3,4407,datasets/pokesprites/4407.png
crobat11,4408,datasets/pokesprites/4408.png
sunflora34,4409,datasets/pokesprites/4409.png
mimikyu7,4410,datasets/pokesprites/4410.png
mankey66,4411,datasets/pokesprites/4411.png
meowth8,4412,datasets/pokesprites/4412.png
snorlax29,4413,datasets/pokesprites/4413.png
florges17,4414,datasets/pokesprites/4414.png
relicanth40,4415,datasets/pokesprites/4415.png
torchic6,4416,datasets/pokesprites/4416.png
ponyta55,4417,datasets/pokesprites/4417.png
ampharos46,4418,datasets/pokesprites/4418.png
diglett72,4419,datasets/pokesprites/4419.png
glalie39,4420,datasets/pokesprites/4420.png
sandygast3,4421,datasets/pokesprites/4421.png
relicanth57,4422,datasets/pokesprites/4422.png
houndoom65,4423,datasets/pokesprites/4423.png
sneasel13,4424,datasets/pokesprites/4424.png
phanpy42,4425,datasets/pokesprites/4425.png
poliwhirl0,4426,datasets/pokesprites/4426.png
spoink16,4427,datasets/pokesprites/4427.png
wailmer33,4428,datasets/pokesprites/4428.png
roserade50,4429,datasets/pokesprites/4429.png
rufflet5,4430,datasets/pokesprites/4430.png
togekiss29,4431,datasets/pokesprites/4431.png
mantine53,4432,datasets/pokesprites/4432.png
tyrogue28,4433,datasets/pokesprites/4433.png
scizor46,4434,datasets/pokesprites/4434.png
electabuzz44,4435,datasets/pokesprites/4435.png
slaking18,4436,datasets/pokesprites/4436.png
roggenrola4,4437,datasets/pokesprites/4437.png
beldum33,4438,datasets/pokesprites/4438.png
milotic30,4439,datasets/pokesprites/4439.png
misdreavus56,4440,datasets/pokesprites/4440.png
solosis2,4441,datasets/pokesprites/4441.png
lanturn57,4442,datasets/pokesprites/4442.png
magneton25,4443,datasets/pokesprites/4443.png
ledyba61,4444,datasets/pokesprites/4444.png
lanturn34,4445,datasets/pokesprites/4445.png
shroomish3,4446,datasets/pokesprites/4446.png
hattrem3,4447,datasets/pokesprites/4447.png
shedinja29,4448,datasets/pokesprites/4448.png
wingull7,4449,datasets/pokesprites/4449.png
kingler20,4450,datasets/pokesprites/4450.png
kabuto11,4451,datasets/pokesprites/4451.png
arceus167,4452,datasets/pokesprites/4452.png
weepinbell5,4453,datasets/pokesprites/4453.png
ninetales81,4454,datasets/pokesprites/4454.png
jangmo-o5,4455,datasets/pokesprites/4455.png
gligar44,4456,datasets/pokesprites/4456.png
typhlosion28,4457,datasets/pokesprites/4457.png
yanmega15,4458,datasets/pokesprites/4458.png
happiny32,4459,datasets/pokesprites/4459.png
flareon73,4460,datasets/pokesprites/4460.png
mewtwo63,4461,datasets/pokesprites/4461.png
flygon30,4462,datasets/pokesprites/4462.png
goldeen75,4463,datasets/pokesprites/4463.png
magmar55,4464,datasets/pokesprites/4464.png
shinx18,4465,datasets/pokesprites/4465.png
salamence30,4466,datasets/pokesprites/4466.png
crawdaunt0,4467,datasets/pokesprites/4467.png
froakie2,4468,datasets/pokesprites/4468.png
chikorita47,4469,datasets/pokesprites/4469.png
ampharos42,4470,datasets/pokesprites/4470.png
swellow4,4471,datasets/pokesprites/4471.png
jellicent13,4472,datasets/pokesprites/4472.png
roggenrola0,4473,datasets/pokesprites/4473.png
virizion1,4474,datasets/pokesprites/4474.png
jynx50,4475,datasets/pokesprites/4475.png
unown713,4476,datasets/pokesprites/4476.png
starly50,4477,datasets/pokesprites/4477.png
empoleon17,4478,datasets/pokesprites/4478.png
exeggcute15,4479,datasets/pokesprites/4479.png
zapdos64,4480,datasets/pokesprites/4480.png
galvantula7,4481,datasets/pokesprites/4481.png
slowpoke71,4482,datasets/pokesprites/4482.png
mawile32,4483,datasets/pokesprites/4483.png
glaceon13,4484,datasets/pokesprites/4484.png
golem80,4485,datasets/pokesprites/4485.png
yanma21,4486,datasets/pokesprites/4486.png
slowbro61,4487,datasets/pokesprites/4487.png
swablu3,4488,datasets/pokesprites/4488.png
slowbro37,4489,datasets/pokesprites/4489.png
unfezant1,4490,datasets/pokesprites/4490.png
remoraid3,4491,datasets/pokesprites/4491.png
ariados30,4492,datasets/pokesprites/4492.png
flygon0,4493,datasets/pokesprites/4493.png
kricketune13,4494,datasets/pokesprites/4494.png
girafarig19,4495,datasets/pokesprites/4495.png
carnivine19,4496,datasets/pokesprites/4496.png
tangela21,4497,datasets/pokesprites/4497.png
jynx63,4498,datasets/pokesprites/4498.png
parasect42,4499,datasets/pokesprites/4499.png
omanyte11,4500,datasets/pokesprites/4500.png
sceptile36,4501,datasets/pokesprites/4501.png
floatzel0,4502,datasets/pokesprites/4502.png
riolu3,4503,datasets/pokesprites/4503.png
sandslash14,4504,datasets/pokesprites/4504.png
charmeleon62,4505,datasets/pokesprites/4505.png
unown569,4506,datasets/pokesprites/4506.png
starmie56,4507,datasets/pokesprites/4507.png
kecleon4,4508,datasets/pokesprites/4508.png
palossand6,4509,datasets/pokesprites/4509.png
gorebyss30,4510,datasets/pokesprites/4510.png
magikarp14,4511,datasets/pokesprites/4511.png
hitmonchan68,4512,datasets/pokesprites/4512.png
rotom33,4513,datasets/pokesprites/4513.png
kartana3,4514,datasets/pokesprites/4514.png
finneon36,4515,datasets/pokesprites/4515.png
scizor81,4516,datasets/pokesprites/4516.png
shuppet29,4517,datasets/pokesprites/4517.png
steelix24,4518,datasets/pokesprites/4518.png
swampert11,4519,datasets/pokesprites/4519.png
staraptor40,4520,datasets/pokesprites/4520.png
smoochum32,4521,datasets/pokesprites/4521.png
ledyba22,4522,datasets/pokesprites/4522.png
drifblim11,4523,datasets/pokesprites/4523.png
hitmontop35,4524,datasets/pokesprites/4524.png
walrein1,4525,datasets/pokesprites/4525.png
glalie43,4526,datasets/pokesprites/4526.png
dialga20,4527,datasets/pokesprites/4527.png
kricketot27,4528,datasets/pokesprites/4528.png
blaziken11,4529,datasets/pokesprites/4529.png
mareep12,4530,datasets/pokesprites/4530.png
sandslash58,4531,datasets/pokesprites/4531.png
frillish4,4532,datasets/pokesprites/4532.png
rhyperior34,4533,datasets/pokesprites/4533.png
charmander46,4534,datasets/pokesprites/4534.png
charmeleon5,4535,datasets/pokesprites/4535.png
braviary12,4536,datasets/pokesprites/4536.png
clefable37,4537,datasets/pokesprites/4537.png
yamask4,4538,datasets/pokesprites/4538.png
breloom14,4539,datasets/pokesprites/4539.png
blastoise37,4540,datasets/pokesprites/4540.png
solosis3,4541,datasets/pokesprites/4541.png
tynamo1,4542,datasets/pokesprites/4542.png
rattata30,4543,datasets/pokesprites/4543.png
rotom109,4544,datasets/pokesprites/4544.png
lunatone34,4545,datasets/pokesprites/4545.png
nidoking8,4546,datasets/pokesprites/4546.png
clefairy47,4547,datasets/pokesprites/4547.png
tropius13,4548,datasets/pokesprites/4548.png
darumaka4,4549,datasets/pokesprites/4549.png
dugtrio23,4550,datasets/pokesprites/4550.png
lapras10,4551,datasets/pokesprites/4551.png
hoppip24,4552,datasets/pokesprites/4552.png
unown864,4553,datasets/pokesprites/4553.png
panpour6,4554,datasets/pokesprites/4554.png
caterpie25,4555,datasets/pokesprites/4555.png
kabutops9,4556,datasets/pokesprites/4556.png
dodrio80,4557,datasets/pokesprites/4557.png
silvally8,4558,datasets/pokesprites/4558.png
unown439,4559,datasets/pokesprites/4559.png
eevee49,4560,datasets/pokesprites/4560.png
grotle9,4561,datasets/pokesprites/4561.png
surskit34,4562,datasets/pokesprites/4562.png
tangela63,4563,datasets/pokesprites/4563.png
elekid56,4564,datasets/pokesprites/4564.png
snorlax1,4565,datasets/pokesprites/4565.png
